PID,TrackName,CarName,EventDate,Lap,LapTime,Corr Speed kmh_Min,Corr Speed kmh_Max,Corr Speed kmh_Avg,Corr Speed kmh_Start,Corr Speed kmh_End,Corr Speed kmh_Std Dev,BRAKE _Min,BRAKE _Max,BRAKE _Avg,BRAKE _Start,BRAKE _End,BRAKE _Std Dev,Oversteer _Min,Oversteer _Max,Oversteer _Avg,Oversteer _Start,Oversteer _End,Oversteer _Std Dev,ROTY s_Min,ROTY s_Max,ROTY s_Avg,ROTY s_Start,ROTY s_End,ROTY s_Std Dev,THROTTLE _Min,THROTTLE _Max,THROTTLE _Avg,THROTTLE _Start,THROTTLE _End,THROTTLE _Std Dev,abs glat_Max,abs glat_Avg,abs glat_Start,abs glat_End,abs glat_Std Dev,abs glong_Min,abs glong_Max,abs glong_Avg,abs glong_Start,abs glong_End,abs glong_Std Dev,abs Steerangle_Min,abs Steerangle_Max,abs Steerangle_Avg,abs Steerangle_Start,abs Steerangle_End,abs Steerangle_Std Dev,lane deviation_Min,lane deviation_Max,lane deviation_Avg,lane deviation_Start,lane deviation_End,lane deviation_Std Dev,steering reversal rate per lap_Min,steering reversal rate per lap_Max,steering reversal rate per lap_Avg,steering reversal rate per lap_Start,steering reversal rate per lap_End,steering reversal rate per lap_Std Dev,steering reversal rate per sector_Min,steering reversal rate per sector_Max,steering reversal rate per sector_Avg,steering reversal rate per sector_Start,steering reversal rate per sector_End,steering reversal rate per sector_Std Dev,understeer_Min,understeer_Max,understeer_Avg,understeer_Start,understeer_End,understeer_Change,understeer_Std Dev,z,outlier,validlap,cluster_label
P039,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 4,103.272,2.59,0.6,0.43,0.21,0.55,0.0,10.07,0.42,0.25,0.26,0.38,-0.0,240.0,41.22,11.33,4.92,63.59,0.0,92.0,11.0,0.0,0.0,24.0,45.3,218.5,124.8,192.4,190.9,43.1,0.0,1.0,0.24,0.0,0.0,0.43,-18.51,13.79,-2.03,-0.79,-0.33,4.34,-53.15,54.46,3.46,5.66,2.55,18.42,0.0,25.22,14.21,0.0,24.21,7.27,0.0,4.32,0.55,0.0,0.0,0.82,0.0,100.0,55.0,100.0,100.0,42.0,0.0,18.51,2.14,0.79,0.33,-0.46,4.22,0.0929968816167802,0,0,Fast
P039,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 5,131.164,9.43,0.6,0.21,0.5,0.6,0.0,22.23,0.38,0.26,0.26,0.61,-0.0,240.0,66.73,4.92,13.31,78.83,0.0,100.0,9.0,0.0,0.0,23.0,0.0,220.5,101.8,190.9,190.8,61.3,0.0,1.0,0.25,0.0,0.0,0.43,-19.82,32.9,-1.45,-0.33,-0.94,5.11,-61.96,166.13,5.5,2.55,7.07,25.33,0.0,32.8,18.45,24.21,3.94,9.83,0.0,4.4,1.38,0.0,0.78,1.35,0.0,100.0,53.0,100.0,100.0,41.0,0.0,19.82,1.92,0.33,0.94,0.61,4.12,1.9534520050117337,0,0,Slow
P039,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 6,100.627,2.96,0.6,0.5,0.25,0.56,0.0,2.01,0.44,0.26,0.24,0.31,-0.0,240.0,38.34,13.31,5.7,59.69,0.0,100.0,12.0,0.0,0.0,25.0,37.7,217.9,129.5,190.8,189.0,43.0,0.0,1.0,0.25,0.0,0.0,0.43,-19.34,5.66,-1.9,-0.94,-0.39,3.78,-41.91,63.86,3.58,7.07,2.7,17.24,0.0,25.17,14.0,3.94,12.58,7.82,0.0,3.88,0.63,0.78,0.0,0.78,0.0,100.0,58.0,100.0,100.0,43.0,0.0,19.34,1.95,0.94,0.39,-0.55,3.74,-0.0834301871262168,0,0,Fast
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 1,101.842,4.65,0.66,0.42,0.34,0.58,0.0,2.35,0.48,0.26,0.25,0.36,-0.0,240.0,38.33,10.24,8.46,49.98,0.0,100.0,16.0,0.0,0.0,34.0,11.9,229.6,127.4,193.8,193.5,50.3,0.0,1.0,0.28,0.0,0.0,0.45,-20.12,23.91,-1.22,-0.68,-0.56,3.75,-74.28,175.06,7.04,5.12,2.69,26.99,0.0,28.15,14.38,0.0,24.21,8.44,0.0,4.43,0.77,0.0,0.03,1.01,0.0,100.0,66.0,100.0,100.0,42.0,0.0,20.12,1.63,0.68,0.56,-0.12,2.48,-0.0023871290835925,0,0,Fast
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,92.712,3.03,0.7,0.34,0.61,0.55,0.0,2.59,0.5,0.25,0.26,0.4,-0.0,240.0,37.64,8.46,13.42,48.46,0.0,100.0,16.0,0.0,0.0,33.0,21.7,228.0,138.4,193.5,194.1,46.0,0.0,1.0,0.27,0.0,0.0,0.44,-12.93,1.47,-1.93,-0.56,-0.85,2.86,-55.85,48.31,3.89,2.69,7.52,16.9,0.0,24.9,13.19,24.21,0.0,7.28,0.0,4.25,0.51,0.03,0.0,0.77,0.0,100.0,71.0,100.0,100.0,40.0,0.0,12.93,1.95,0.56,0.85,0.29,2.85,-0.611377351247508,0,1,Fast
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,101.459,3.56,0.7,0.61,0.48,0.6,0.0,1.86,0.46,0.26,0.26,0.37,-0.0,240.0,51.35,13.42,12.37,68.51,0.0,100.0,15.0,0.0,0.0,31.0,0.0,228.0,126.4,194.1,194.1,50.2,0.0,1.0,0.28,0.0,0.0,0.45,-12.9,29.15,-0.89,-0.85,-0.86,4.93,-91.13,67.66,3.53,7.52,6.43,19.14,0.0,28.82,14.67,0.0,17.29,8.28,0.0,4.17,0.8,0.0,0.0,0.9,0.0,100.0,68.0,100.0,100.0,40.0,0.0,12.9,1.64,0.85,0.86,0.0,2.56,-0.0279340354459996,0,1,Fast
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 4,96.577,4.02,0.77,0.48,0.67,0.6,0.0,1.88,0.42,0.26,0.26,0.35,-0.0,240.0,51.01,12.37,23.0,61.34,0.0,100.0,12.0,0.0,0.0,28.0,42.4,229.6,133.2,194.1,193.3,41.0,0.0,1.0,0.37,0.0,0.0,0.48,-14.73,25.57,-1.95,-0.86,-1.49,5.67,-76.7,55.93,3.71,6.43,8.97,19.46,0.0,35.57,17.46,17.29,34.86,11.17,0.0,4.18,0.91,0.0,0.0,0.84,0.0,100.0,67.0,100.0,100.0,39.0,0.0,14.73,2.65,0.86,1.49,0.63,3.67,-0.3535737139349635,0,0,Fast
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 5,89.377,3.11,0.77,0.67,0.46,0.61,0.0,1.95,0.49,0.26,0.26,0.38,-0.0,206.81,41.6,23.0,10.56,52.85,0.0,100.0,15.0,0.0,0.0,32.0,58.9,229.0,144.3,193.3,193.4,39.7,0.0,1.0,0.33,0.0,0.0,0.47,-14.49,9.11,-2.52,-1.49,-0.68,3.58,-54.0,60.76,4.01,8.97,5.79,18.05,0.0,34.86,14.75,34.86,10.61,8.93,0.0,4.18,0.61,0.0,0.17,0.87,0.0,100.0,73.0,100.0,100.0,41.0,0.0,14.49,2.58,1.49,0.68,-0.8,3.51,-0.8338288727060692,0,0,Fast
P038,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 6,90.412,3.12,0.76,0.46,0.23,0.6,0.0,1.85,0.48,0.26,0.25,0.39,-0.0,236.1,43.12,10.56,4.24,55.45,0.0,100.0,14.0,0.0,0.0,31.0,65.1,230.2,141.7,193.4,194.2,39.0,0.0,1.0,0.33,0.0,0.0,0.47,-16.24,22.09,-2.45,-0.68,-0.28,4.14,-73.51,48.98,3.95,5.79,2.43,18.74,0.0,30.27,15.68,10.61,19.37,8.91,0.0,4.17,0.64,0.17,0.0,0.91,0.0,100.0,72.0,100.0,100.0,39.0,0.0,16.24,2.61,0.68,0.28,-0.4,3.78,-0.7647921936327221,0,0,Fast
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 1,96.139,1.95,0.66,0.43,0.38,0.55,0.0,1.93,0.45,0.25,0.25,0.34,-0.0,159.32,28.07,14.02,11.04,34.61,0.0,100.0,11.0,0.0,0.0,23.0,59.4,206.1,133.3,192.3,193.7,36.3,0.0,1.0,0.24,0.0,0.0,0.43,-10.63,8.82,-1.26,-0.96,-0.76,1.88,-52.59,47.37,3.73,5.88,5.5,17.77,0.0,23.17,11.29,14.87,9.73,6.81,0.0,4.17,0.41,0.0,0.0,0.72,0.0,100.0,58.0,100.0,100.0,44.0,0.0,10.63,1.32,0.96,0.76,-0.2,1.8,-0.3827892360935392,0,0,Fast
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,95.699,2.9,0.65,0.38,0.5,0.54,0.0,2.23,0.47,0.25,0.25,0.34,-0.0,142.03,28.29,11.04,15.19,33.1,0.0,100.0,11.0,0.0,0.0,24.0,59.3,214.2,133.7,193.7,192.7,37.9,0.0,1.0,0.23,0.0,0.0,0.42,-11.6,2.85,-1.34,-0.76,-0.98,1.84,-65.91,50.76,3.77,5.5,6.83,16.93,0.0,22.2,10.71,9.73,10.66,6.32,0.0,4.03,0.4,0.0,0.0,0.69,0.0,100.0,59.0,100.0,100.0,44.0,0.0,11.6,1.37,0.76,0.98,0.22,1.81,-0.4121381624628844,0,1,Fast
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,95.554,2.68,0.64,0.5,0.47,0.55,0.0,1.75,0.46,0.25,0.24,0.33,-0.0,183.3,27.99,15.19,17.0,33.61,0.0,100.0,10.0,0.0,0.0,22.0,64.2,207.2,134.0,192.7,193.6,36.3,0.0,1.0,0.24,0.0,0.0,0.43,-11.14,10.2,-1.28,-0.98,-1.17,1.84,-82.53,47.86,3.74,6.83,7.64,17.63,0.0,23.08,11.55,10.66,5.54,6.86,0.0,4.15,0.41,0.0,0.0,0.71,0.0,100.0,58.0,100.0,100.0,45.0,0.0,11.14,1.34,0.98,1.17,0.19,1.73,-0.4218099677436911,0,1,Fast
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 4,95.154,1.95,0.66,0.47,0.78,0.56,0.0,1.94,0.44,0.24,0.24,0.33,-0.0,175.91,28.08,17.0,25.66,35.8,0.0,100.0,10.0,0.0,0.0,22.0,60.4,218.5,135.0,193.6,193.9,36.8,0.0,1.0,0.24,0.0,0.0,0.42,-9.45,9.64,-1.28,-1.17,-1.67,1.98,-51.3,53.41,3.79,7.64,11.49,17.62,0.0,22.5,11.47,5.54,0.0,6.57,0.0,3.47,0.44,0.0,0.0,0.68,0.0,100.0,58.0,100.0,100.0,45.0,0.0,9.45,1.36,1.17,1.67,0.5,1.85,-0.4484908098976418,0,0,Fast
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 5,94.799,2.15,0.67,0.78,0.54,0.56,0.0,1.72,0.47,0.24,0.24,0.32,-0.0,152.03,29.53,25.66,16.16,37.19,0.0,100.0,11.0,0.0,0.0,22.0,69.2,208.6,135.4,193.9,192.4,36.0,0.0,1.0,0.25,0.0,0.0,0.43,-8.72,8.46,-1.41,-1.67,-1.07,2.14,-51.34,51.02,3.79,11.49,7.6,17.68,0.0,23.65,11.46,0.0,1.42,6.92,0.0,4.12,0.45,0.0,0.18,0.72,0.0,100.0,60.0,100.0,100.0,44.0,0.0,8.72,1.48,1.67,1.07,-0.61,2.05,-0.4721700573092721,0,0,Fast
P037,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 6,94.317,2.31,0.66,0.54,0.79,0.56,0.0,1.92,0.44,0.24,0.24,0.34,-0.0,144.58,27.84,16.16,21.11,32.55,0.0,100.0,10.0,0.0,0.0,23.0,61.9,214.1,135.6,192.4,191.8,37.7,0.0,1.0,0.24,0.0,0.0,0.42,-11.41,9.89,-1.32,-1.07,-1.38,1.84,-65.89,57.19,3.82,7.6,9.89,17.13,0.0,22.27,11.55,1.42,0.89,6.4,0.0,4.13,0.44,0.18,0.0,0.66,0.0,100.0,58.0,100.0,100.0,45.0,0.0,11.41,1.36,1.07,1.38,0.31,1.76,-0.504320472104783,0,0,Fast
P036,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,146.484,2.24,0.33,0.24,0.07,0.37,0.0,1.15,0.13,0.02,0.14,0.13,-0.0,240.0,23.55,7.86,1.19,36.27,0.0,52.0,1.0,0.0,0.0,5.0,33.1,148.9,88.2,132.7,143.9,20.8,0.0,1.0,0.09,0.0,0.0,0.28,-5.02,29.22,-0.59,-0.41,-0.06,1.63,-49.33,57.03,2.45,3.72,0.74,14.66,0.0,13.03,5.84,2.83,2.35,3.71,0.0,2.73,0.32,1.35,0.02,0.56,0.0,87.0,24.0,30.0,14.0,20.0,0.0,5.02,0.7,0.41,0.06,-0.35,0.86,2.975328259508032,1,1,
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 1,115.134,2.09,0.56,0.14,0.24,0.49,0.0,13.54,0.34,0.17,0.25,0.37,-0.0,240.0,42.14,7.71,5.59,59.38,0.0,99.0,6.0,0.0,0.0,14.0,0.0,191.4,114.3,180.1,179.8,40.7,0.0,1.0,0.23,0.0,0.0,0.42,-13.13,26.94,-1.16,-0.57,-0.38,3.14,-59.89,102.63,3.13,2.82,2.97,19.43,0.0,26.38,13.5,0.0,3.69,7.5,0.0,4.37,0.56,0.0,0.13,0.86,0.0,89.0,43.0,84.0,89.0,33.0,0.0,13.13,1.38,0.57,0.38,-0.18,2.19,0.8842172556921762,0,0,Slow
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,103.039,1.9,0.59,0.24,0.6,0.5,0.0,1.29,0.35,0.25,0.26,0.23,-0.0,141.26,26.45,5.59,21.93,29.98,0.0,68.0,7.0,0.0,0.0,14.0,57.0,201.3,125.4,179.8,192.3,33.0,0.0,1.0,0.25,0.0,0.0,0.43,-5.75,1.1,-1.2,-0.38,-1.51,1.32,-41.01,52.64,3.5,2.97,8.6,16.43,0.0,25.47,12.14,3.69,0.0,7.57,0.0,4.58,0.52,0.13,0.0,0.9,0.0,100.0,46.0,89.0,100.0,35.0,0.0,5.75,1.21,0.38,1.51,1.13,1.31,0.0774552910621039,0,1,Fast
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,98.247,1.98,0.68,0.6,0.19,0.55,0.0,1.22,0.37,0.26,0.18,0.24,-0.0,240.0,30.27,21.93,7.11,40.67,0.0,75.0,7.0,0.0,0.0,15.0,60.4,222.1,131.8,192.3,186.9,36.3,0.0,1.0,0.26,0.0,0.0,0.44,-16.42,0.86,-1.52,-1.51,-0.51,2.41,-41.26,52.67,3.65,8.6,2.71,17.39,0.0,25.72,12.18,0.0,0.0,7.66,0.0,4.03,0.49,0.0,0.1,0.79,0.0,100.0,51.0,100.0,100.0,39.0,0.0,16.42,1.54,1.51,0.51,-1.0,2.4,-0.2421811979422208,0,1,Fast
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 4,101.379,2.26,0.65,0.19,0.54,0.55,0.0,1.28,0.36,0.18,0.26,0.23,-0.0,158.27,29.65,7.11,14.83,32.54,0.0,64.0,7.0,0.0,0.0,15.0,42.1,217.7,129.9,186.9,192.3,38.5,0.0,1.0,0.26,0.0,0.0,0.44,-7.81,4.27,-1.41,-0.51,-1.0,1.86,-45.41,47.33,3.55,2.71,7.57,16.77,0.0,25.97,13.44,0.0,6.23,7.86,0.0,2.6,0.67,0.1,0.02,0.84,0.0,100.0,52.0,100.0,100.0,38.0,0.0,7.81,1.45,0.51,1.0,0.49,1.81,-0.0332702038767896,0,0,Fast
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 5,104.709,13.55,0.67,0.54,0.46,0.63,0.0,3.62,0.32,0.26,0.25,0.26,-0.0,148.8,33.66,14.83,12.96,38.24,0.0,61.0,5.0,0.0,0.0,12.0,50.9,219.6,124.7,192.3,194.0,40.2,0.0,1.0,0.3,0.0,0.0,0.46,-9.31,18.87,-1.39,-1.0,-0.87,2.77,-135.09,118.54,3.42,7.57,6.14,19.87,0.0,31.6,16.98,6.23,22.12,9.74,0.0,4.22,0.65,0.02,0.0,0.82,0.0,100.0,49.0,100.0,100.0,42.0,0.0,9.31,1.65,1.0,0.87,-0.13,2.07,0.1888478070548465,0,0,Slow
P035,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 6,141.504,3.24,0.52,0.46,0.42,0.57,0.0,30.78,0.32,0.25,0.25,0.7,-0.0,240.0,63.33,12.96,11.04,75.67,0.0,79.0,5.0,0.0,0.0,12.0,0.0,222.1,94.1,194.0,193.4,62.2,0.0,1.0,0.25,0.0,0.0,0.43,-10.66,15.73,-0.85,-0.87,-0.74,2.96,-69.92,74.99,2.54,6.14,4.8,17.52,0.0,35.12,16.8,22.12,16.15,9.79,0.0,5.2,1.69,0.0,0.72,1.59,0.0,100.0,44.0,100.0,100.0,40.0,0.0,10.66,1.21,0.87,0.74,-0.13,2.01,2.6431517746913493,1,0,
P034,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 1,90.659,2.8,0.79,0.39,0.43,0.6,0.0,1.83,0.43,0.26,0.27,0.35,-0.0,145.26,32.44,10.0,12.42,34.74,0.0,100.0,13.0,0.0,0.0,29.0,62.2,229.0,142.1,192.3,191.2,38.6,0.0,1.0,0.33,0.0,0.0,0.47,-8.19,9.07,-1.71,-0.7,-0.84,1.99,-39.43,51.47,3.94,5.01,6.17,17.97,0.0,30.53,14.16,30.53,12.52,8.89,0.0,4.2,0.63,0.25,0.55,0.81,0.0,100.0,65.0,100.0,100.0,42.0,0.0,8.19,1.75,0.7,0.84,0.14,1.92,-0.7483167736026578,0,0,Fast
P034,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,91.329,2.7,0.74,0.43,0.34,0.59,0.0,1.84,0.45,0.27,0.25,0.37,-0.0,175.08,31.64,12.42,8.35,34.56,0.0,100.0,14.0,0.0,0.0,32.0,61.1,230.8,141.9,191.2,193.0,39.2,0.0,1.0,0.32,0.0,0.0,0.47,-10.09,1.83,-1.71,-0.84,-0.58,1.9,-40.09,57.86,3.93,6.17,4.19,17.14,0.0,29.02,14.28,12.52,0.0,8.42,0.0,4.63,0.66,0.55,0.3,0.88,0.0,100.0,66.0,100.0,100.0,41.0,0.0,10.09,1.72,0.84,0.58,-0.27,1.89,-0.7036263629947919,0,1,Fast
P034,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,89.607,2.8,0.79,0.34,0.33,0.59,0.0,1.89,0.45,0.25,0.27,0.37,-0.0,161.83,35.18,8.35,8.81,37.92,0.0,100.0,15.0,0.0,0.0,33.0,63.5,230.8,144.1,193.0,190.9,40.5,0.0,1.0,0.35,0.0,0.0,0.48,-10.38,5.99,-1.99,-0.58,-0.6,2.31,-45.3,48.58,3.99,4.19,4.26,17.6,0.0,31.47,14.83,0.0,8.18,9.45,0.0,4.28,0.66,0.3,0.62,0.87,0.0,100.0,67.0,100.0,100.0,41.0,0.0,10.38,2.01,0.58,0.6,0.02,2.28,-0.8184873884675475,0,1,Fast
P034,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 4,99.764,2.84,0.75,0.33,0.43,0.57,0.0,1.94,0.42,0.27,0.26,0.37,-0.0,240.0,43.81,8.81,12.41,57.14,0.0,100.0,13.0,0.0,0.0,29.0,0.1,223.3,130.7,190.9,193.6,50.2,0.0,1.0,0.27,0.0,0.0,0.45,-7.04,20.81,-1.13,-0.6,-0.87,2.18,-40.69,86.76,7.1,4.26,6.53,20.05,0.0,27.4,13.53,8.18,11.51,7.91,0.0,4.15,0.58,0.62,0.37,0.74,0.0,100.0,65.0,100.0,100.0,42.0,0.0,7.04,1.3,0.6,0.87,0.27,1.45,-0.1409941040733646,0,0,Fast
P034,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 5,89.839,2.72,0.79,0.43,0.3,0.61,0.0,1.93,0.42,0.26,0.27,0.36,-0.0,125.11,31.18,12.41,8.59,31.81,0.0,100.0,13.0,0.0,0.0,30.0,70.5,222.0,142.9,193.6,190.9,37.3,0.0,1.0,0.34,0.0,0.0,0.48,-6.74,5.8,-1.64,-0.87,-0.6,1.82,-47.64,55.51,3.99,6.53,4.1,17.83,0.0,30.92,15.29,11.51,2.47,9.1,0.0,4.08,0.66,0.37,0.3,0.77,0.0,100.0,66.0,100.0,100.0,40.0,0.0,6.74,1.68,0.87,0.6,-0.26,1.76,-0.8030125000182564,0,0,Fast
P034,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 6,89.187,2.91,0.78,0.3,0.26,0.57,0.0,1.92,0.44,0.27,0.26,0.38,-0.0,142.47,28.87,8.59,7.62,30.48,0.0,100.0,14.0,0.0,0.0,33.0,71.9,230.0,144.3,190.9,192.0,38.3,0.0,1.0,0.28,0.0,0.0,0.45,-8.3,1.41,-1.48,-0.6,-0.53,1.59,-42.3,55.42,4.02,4.1,3.38,17.12,0.0,25.35,12.01,2.47,21.8,7.53,0.0,4.3,0.54,0.3,0.45,0.77,0.0,100.0,66.0,100.0,100.0,40.0,0.0,8.3,1.49,0.6,0.53,-0.07,1.58,-0.8465022727291954,0,0,Fast
P033,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 1,126.422,4.74,0.47,0.24,0.25,0.47,0.0,7.63,0.27,0.25,0.28,0.3,-0.0,167.59,31.22,6.49,6.99,37.01,0.0,100.0,6.0,0.0,0.0,17.0,0.0,189.8,103.9,177.8,189.8,39.2,0.0,1.0,0.19,0.0,0.0,0.39,-9.62,17.22,-0.93,-0.46,-0.5,2.42,-213.78,55.36,0.0,3.16,3.41,19.41,0.0,24.28,14.0,6.76,1.46,6.97,0.0,4.35,0.55,0.0,0.3,0.74,0.0,100.0,39.0,100.0,100.0,33.0,0.0,9.62,1.15,0.46,0.5,0.04,1.66,1.6371506212766536,0,0,Slow
P033,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,107.949,3.46,0.62,0.25,0.26,0.56,0.0,2.3,0.32,0.28,0.25,0.29,-0.0,183.25,30.88,6.99,7.48,36.03,0.0,99.0,6.0,0.0,0.0,17.0,47.6,202.2,119.3,189.8,187.4,36.3,0.0,1.0,0.25,0.0,0.0,0.43,-9.07,21.46,-0.97,-0.5,-0.54,2.69,-59.29,87.23,3.32,3.41,3.47,18.44,0.0,27.27,13.14,1.46,3.27,8.31,0.0,4.4,0.77,0.3,0.0,1.02,0.0,100.0,47.0,100.0,100.0,38.0,0.0,9.07,1.28,0.5,0.54,0.04,1.6,0.4049626285018436,0,1,Slow
P033,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 3,105.759,2.22,0.59,0.26,0.22,0.48,0.0,1.68,0.42,0.25,0.27,0.36,-0.0,169.87,30.29,7.48,8.88,34.51,0.0,100.0,11.0,0.0,0.0,26.0,41.8,205.4,123.0,187.4,183.4,40.6,0.0,1.0,0.21,0.0,0.0,0.41,-11.8,2.21,-1.35,-0.54,-0.64,1.9,-38.42,47.92,3.39,3.47,4.07,15.98,0.0,21.92,11.41,3.27,12.71,6.32,0.0,4.18,0.48,0.0,0.0,0.75,0.0,100.0,57.0,100.0,100.0,42.0,0.0,11.8,1.38,0.54,0.64,0.1,1.87,0.2588850177089659,0,1,Slow
P033,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 4,116.472,2.32,0.55,0.22,0.19,0.52,0.0,25.48,0.36,0.27,0.27,0.62,-0.0,215.75,40.08,8.88,6.29,50.99,0.0,100.0,10.0,0.0,0.0,24.0,0.0,209.4,111.7,183.4,192.3,50.1,0.0,1.0,0.16,0.0,0.0,0.37,-8.81,15.63,-0.88,-0.64,-0.41,2.23,-60.03,45.28,3.11,4.07,2.6,17.07,0.0,18.98,10.17,12.71,4.94,4.81,0.0,4.2,0.32,0.0,0.0,0.66,0.0,100.0,48.0,100.0,100.0,40.0,0.0,8.81,1.06,0.64,0.41,-0.22,1.68,0.9734646726971397,0,0,Slow
P033,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 5,104.839,2.03,0.57,0.19,0.28,0.49,0.0,1.76,0.41,0.27,0.26,0.36,-0.0,159.43,27.84,6.29,9.46,31.67,0.0,100.0,10.0,0.0,0.0,24.0,54.2,213.4,122.8,192.3,192.6,39.7,0.0,1.0,0.22,0.0,0.0,0.42,-8.81,11.5,-1.18,-0.41,-0.65,1.95,-43.97,48.72,3.4,2.6,4.09,16.27,0.0,23.47,12.82,4.94,21.59,6.43,0.0,4.12,0.52,0.0,0.0,0.77,0.0,100.0,55.0,100.0,100.0,42.0,0.0,8.81,1.3,0.41,0.65,0.24,1.66,0.1975190807548801,0,0,Slow
P033,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 6,103.129,2.24,0.59,0.28,0.47,0.5,0.0,2.63,0.43,0.26,0.27,0.36,-0.0,124.94,27.64,9.46,14.22,29.5,0.0,100.0,12.0,0.0,0.0,26.0,43.9,216.1,124.4,192.6,191.2,41.7,0.0,1.0,0.22,0.0,0.0,0.42,-6.18,1.64,-1.27,-0.65,-0.94,1.41,-33.7,46.0,3.5,4.09,7.65,16.03,0.0,23.08,11.52,21.59,4.16,6.79,0.0,4.07,0.43,0.0,0.0,0.76,0.0,100.0,54.0,100.0,100.0,42.0,0.0,6.18,1.28,0.65,0.94,0.29,1.39,0.0834584805467429,0,0,Fast
P032,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 1,118.607,2.4,0.57,0.69,0.55,0.53,0.0,4.12,0.34,0.09,0.26,0.27,-0.0,240.0,51.86,18.78,16.67,72.22,0.0,94.0,7.0,0.0,0.0,18.0,0.0,194.2,109.2,188.4,191.4,51.9,0.0,1.0,0.21,0.0,0.0,0.41,-10.69,33.74,-0.73,-1.19,-1.08,3.19,-50.14,93.57,6.06,8.33,5.74,18.52,0.0,25.13,11.99,12.47,1.01,7.12,0.0,4.23,0.84,0.0,0.27,0.96,0.0,100.0,49.0,66.0,100.0,43.0,0.0,10.69,1.11,1.19,1.08,-0.11,1.75,1.1158736676938497,0,0,Slow
P032,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","8/25/2023, ",Lap 2,105.069,12.88,0.65,0.55,0.43,0.66,0.0,4.42,0.38,0.26,0.26,0.26,-0.0,240.0,31.78,16.67,13.21,40.15,0.0,79.0,7.0,0.0,0.0,15.0,42.3,210.4,123.7,191.4,192.0,41.0,0.0,1.0,0.23,0.0,0.0,0.42,-19.5,25.69,-0.69,-1.08,-0.87,3.6,-317.91,54.8,3.38,5.74,6.09,19.95,0.0,24.45,11.34,1.01,22.01,7.45,0.0,2.93,0.61,0.27,0.22,0.66,0.0,100.0,55.0,100.0,100.0,46.0,0.0,19.5,1.19,1.08,0.87,-0.21,1.76,0.2128605649934017,0,1,Slow
